stock,decile,rv_lo,rv_hi,model,n_days,mse,rel_mse_to_HAR
AAPL,9,0.0001629715498134,0.0002003988038119,LogHAR,44,5.105144634410994e-09,0.7886267296352111
AAPL,9,0.0001629715498134,0.0002003988038119,ElasticNet,44,1.0043292989280618e-08,1.5514563978300362
AAPL,9,0.0001629715498134,0.0002003988038119,RF,44,1.1939582062250475e-08,1.844389185665095
AAPL,9,0.0001629715498134,0.0002003988038119,NN_2_e10,44,4.556109276981121e-09,0.7038134697981614
AAPL,10,0.0002011270529245,0.0010347748193084,HAR-X,44,9.327673924916774e-08,0.9856986288463712
AAPL,10,0.0002011270529245,0.0010347748193084,LogHAR,44,8.260388979124327e-08,0.8729136712970135
AAPL,10,0.0002011270529245,0.0010347748193084,ElasticNet,44,9.385179341620052e-08,0.9917754933306929
AAPL,10,0.0002011270529245,0.0010347748193084,RF,44,9.10563760756348e-08,0.9622350198768721
AAPL,10,0.0002011270529245,0.0010347748193084,NN_2_e10,44,8.373036356103892e-08,0.8848176428472292
JPM,1,3.025056948251786e-05,5.814683064478412e-05,HAR-X,44,1.2518979489603078e-09,0.3664167418480589
JPM,1,3.025056948251786e-05,5.814683064478412e-05,LogHAR,44,1.4353590037158202e-09,0.4201137720216058
JPM,1,3.025056948251786e-05,5.814683064478412e-05,ElasticNet,44,1.1304384884531085e-09,0.3308668954547232
JPM,1,3.025056948251786e-05,5.814683064478412e-05,RF,44,2.0157546077570893e-09,0.5899891731214767
JPM,1,3.025056948251786e-05,5.814683064478412e-05,NN_2_e10,44,5.962224855375554e-09,1.7450775500403752
JPM,2,5.93942195158499e-05,6.641355157288027e-05,HAR-X,44,1.6147693796785886e-09,0.5737122784938399
JPM,2,5.93942195158499e-05,6.641355157288027e-05,LogHAR,44,1.1541018421414067e-09,0.41004146214407183
JPM,2,5.93942195158499e-05,6.641355157288027e-05,ElasticNet,44,2.488500915970728e-09,0.8841408243818365
JPM,2,5.93942195158499e-05,6.641355157288027e-05,RF,44,1.6490492426628891e-09,0.5858915893890553
JPM,2,5.93942195158499e-05,6.641355157288027e-05,NN_2_e10,44,4.769795593555671e-09,1.6946632332558755
JPM,3,6.642530366957167e-05,7.637718035406045e-05,HAR-X,44,1.7638660283895916e-09,0.3944691731706191
JPM,3,6.642530366957167e-05,7.637718035406045e-05,LogHAR,44,1.139779073380116e-09,0.2548990124175815
JPM,3,6.642530366957167e-05,7.637718035406045e-05,ElasticNet,44,2.342349355612526e-09,0.5238405858005003
JPM,3,6.642530366957167e-05,7.637718035406045e-05,RF,44,1.5549280880621562e-09,0.3477425084248931
JPM,3,6.642530366957167e-05,7.637718035406045e-05,NN_2_e10,44,4.112521725482192e-09,0.9197201026533137
JPM,4,7.648016675835964e-05,8.487098487864467e-05,HAR-X,44,2.651666169410992e-09,1.5131941502606874
JPM,4,7.648016675835964e-05,8.487098487864467e-05,LogHAR,44,1.024897799278885e-09,0.5848659881754089
JPM,4,7.648016675835964e-05,8.487098487864467e-05,ElasticNet,44,2.629595157881671e-09,1.5005991539818297
JPM,4,7.648016675835964e-05,8.487098487864467e-05,RF,44,1.2464830161473828e-09,0.7113153345590588
JPM,4,7.648016675835964e-05,8.487098487864467e-05,NN_2_e10,44,3.5233703280905653e-09,2.0106389828298052
JPM,5,8.48839488657452e-05,9.466970770039834e-05,HAR-X,44,5.035507083415817e-09,1.1333600545420481
JPM,5,8.48839488657452e-05,9.466970770039834e-05,LogHAR,44,1.2828147555048478e-09,0.2887278236693646
JPM,5,8.48839488657452e-05,9.466970770039834e-05,ElasticNet,44,5.104487099853156e-09,1.1488856399293101
JPM,5,8.48839488657452e-05,9.466970770039834e-05,RF,44,1.5827133166163047e-09,0.35622709314666967
JPM,5,8.48839488657452e-05,9.466970770039834e-05,NN_2_e10,44,3.612630794417334e-09,0.8131080676434447
JPM,6,9.521133832388652e-05,0.0001064488848459,HAR-X,44,5.031746794012141e-09,1.5419306489808553
JPM,6,9.521133832388652e-05,0.0001064488848459,LogHAR,44,1.7146239051152206e-09,0.5254300860127942
JPM,6,9.521133832388652e-05,0.0001064488848459,ElasticNet,44,5.186998766924473e-09,1.589506130249735
JPM,6,9.521133832388652e-05,0.0001064488848459,RF,44,2.2215986945454055e-09,0.6807876582605227
JPM,6,9.521133832388652e-05,0.0001064488848459,NN_2_e10,44,3.767354517392584e-09,1.1544697366045735
JPM,7,0.0001066708296843,0.0001199030880174,HAR-X,44,6.612061203405601e-09,4.358809722404242
JPM,7,0.0001066708296843,0.0001199030880174,LogHAR,44,1.973535252387997e-09,1.300995919575826
JPM,7,0.0001066708296843,0.0001199030880174,ElasticNet,44,6.257313661857785e-09,4.12495268667366
JPM,7,0.0001066708296843,0.0001199030880174,RF,44,2.1232826604267884e-09,1.3997125584551107
JPM,7,0.0001066708296843,0.0001199030880174,NN_2_e10,44,3.246588338452066e-09,2.1402192718664446
JPM,8,0.0001202454211149,0.0001405356445898,HAR-X,44,7.477537126431341e-09,2.2065702301646595
JPM,8,0.0001202454211149,0.0001405356445898,LogHAR,44,2.112031477239105e-09,0.6232460907981677
JPM,8,0.0001202454211149,0.0001405356445898,ElasticNet,44,7.277224381964506e-09,2.1474593048439794
JPM,8,0.0001202454211149,0.0001405356445898,RF,44,2.1903076903285606e-09,0.6463448676564847
JPM,8,0.0001202454211149,0.0001405356445898,NN_2_e10,44,2.4682314726339126e-09,0.728358281153561
JPM,9,0.0001410573995335,0.0001775396795552,HAR-X,44,2.0452911575692434e-08,1.4446384376033243
JPM,9,0.0001410573995335,0.0001775396795552,LogHAR,44,4.163935814431286e-09,0.2941088219630113
JPM,9,0.0001410573995335,0.0001775396795552,ElasticNet,44,2.136230043073571e-08,1.5088707641286552
JPM,9,0.0001410573995335,0.0001775396795552,RF,44,3.7196639835811597e-09,0.26272883182247475
JPM,9,0.0001410573995335,0.0001775396795552,NN_2_e10,44,3.5585629409561596e-09,0.2513498769165805
JPM,10,0.0001785478617086,0.0003816156078363,HAR-X,44,1.582437585556809e-08,1.180535451914056
JPM,10,0.0001785478617086,0.0003816156078363,LogHAR,44,1.2237062774293917e-08,0.9129135053543712
JPM,10,0.0001785478617086,0.0003816156078363,ElasticNet,44,1.7338877155507382e-08,1.2935207912959659
JPM,10,0.0001785478617086,0.0003816156078363,RF,44,1.4821513845229097e-08,1.1057196002565388
JPM,10,0.0001785478617086,0.0003816156078363,NN_2_e10,44,7.105027651696391e-09,0.5300516814194531
AMZN,1,6.065438738118732e-05,0.0001179743424683,HAR-X,45,6.080017267029848e-09,0.6094824758040059
AMZN,1,6.065438738118732e-05,0.0001179743424683,LogHAR,45,6.2879304885260354e-09,0.6303244338815011
AMZN,1,6.065438738118732e-05,0.0001179743424683,ElasticNet,45,8.416033366585857e-09,0.8436530074562845
AMZN,1,6.065438738118732e-05,0.0001179743424683,RF,45,8.62337234817448e-09,0.8644374016905869
AMZN,1,6.065438738118732e-05,0.0001179743424683,NN_2_e10,45,6.588334485405806e-09,0.6604379950308337
AMZN,2,0.0001182809222453,0.0001386649830439,HAR-X,44,3.5192711437146317e-09,0.6209699609653315
AMZN,2,0.0001182809222453,0.0001386649830439,LogHAR,44,3.5428070656973175e-09,0.6251228380691528
AMZN,2,0.0001182809222453,0.0001386649830439,ElasticNet,44,3.73988142112545e-09,0.6598963038806858
AMZN,2,0.0001182809222453,0.0001386649830439,RF,44,5.285619917204444e-09,0.9326394755135605
AMZN,2,0.0001182809222453,0.0001386649830439,NN_2_e10,44,2.6228886090529874e-09,0.46280464637939134
AMZN,3,0.000139353190606,0.0001532649777976,HAR-X,44,4.568315014103508e-09,0.6856388812151099
AMZN,3,0.000139353190606,0.0001532649777976,LogHAR,44,3.9881304425272695e-09,0.5985614578487913
AMZN,3,0.000139353190606,0.0001532649777976,ElasticNet,44,5.06350805706908e-09,0.759960289199504
AMZN,3,0.000139353190606,0.0001532649777976,RF,44,7.0303955383204234e-09,1.0551620272490465
AMZN,3,0.000139353190606,0.0001532649777976,NN_2_e10,44,2.9530248393035055e-09,0.4432068806047116
AMZN,4,0.000153321926884,0.0001638199660248,HAR-X,44,2.406555535772273e-09,0.8709883117431062
AMZN,4,0.000153321926884,0.0001638199660248,LogHAR,44,2.1154460633101684e-09,0.7656290361380957
AMZN,4,0.000153321926884,0.0001638199660248,ElasticNet,44,2.4638701771273954e-09,0.8917318108936629
AMZN,4,0.000153321926884,0.0001638199660248,RF,44,4.662906220566347e-09,1.6876140012136527
AMZN,4,0.000153321926884,0.0001638199660248,NN_2_e10,44,1.2840188540130123e-09,0.46471622918281164
AMZN,5,0.0001639371618631,0.0001788506853317,HAR-X,44,4.887558727978212e-09,2.034135433624597
AMZN,5,0.0001639371618631,0.0001788506853317,LogHAR,44,2.8722259385398106e-09,1.1953813509216493
AMZN,5,0.0001639371618631,0.0001788506853317,ElasticNet,44,4.428515187281345e-09,1.8430877585628491
AMZN,5,0.0001639371618631,0.0001788506853317,RF,44,5.309246901678321e-09,2.20963631326695
AMZN,5,0.0001639371618631,0.0001788506853317,NN_2_e10,44,1.9421750223288502e-09,0.8083068155487888
AMZN,6,0.0001789243210726,0.0001959678452072,HAR-X,44,5.547062891529169e-09,0.9956597367232055
AMZN,6,0.0001789243210726,0.0001959678452072,LogHAR,44,5.5059546806207186e-09,0.9882810948634255
AMZN,6,0.0001789243210726,0.0001959678452072,ElasticNet,44,5.3548834779534876e-09,0.9611648503182608
AMZN,6,0.0001789243210726,0.0001959678452072,RF,44,9.814549476595071e-09,1.7616443042039627
AMZN,6,0.0001789243210726,0.0001959678452072,NN_2_e10,44,3.2482785617431066e-09,0.5830437189611892
AMZN,7,0.0001963644918575,0.000218829832215,HAR-X,44,5.579300706915609e-09,1.8707618956481045
AMZN,7,0.0001963644918575,0.000218829832215,LogHAR,44,3.9147303630618816e-09,1.3126247857325986
AMZN,7,0.0001963644918575,0.000218829832215,ElasticNet,44,4.301838425530357e-09,1.4424236710779523
AMZN,7,0.0001963644918575,0.000218829832215,RF,44,7.192718809091467e-09,2.4117474538486565
AMZN,7,0.0001963644918575,0.000218829832215,NN_2_e10,44,2.9801633239595747e-09,0.9992607106408646
AMZN,8,0.0002193264760367,0.0002479584186587,HAR-X,44,9.720953334250184e-09,1.9163575260366477
AMZN,8,0.0002193264760367,0.0002479584186587,LogHAR,44,5.22949856024355e-09,1.0309265540871506
AMZN,8,0.0002193264760367,0.0002479584186587,ElasticNet,44,6.4713526507286e-09,1.2757416818540395
AMZN,8,0.0002193264760367,0.0002479584186587,RF,44,8.746129109384598e-09,1.724183808536943
AMZN,8,0.0002193264760367,0.0002479584186587,NN_2_e10,44,7.82527959294847e-09,1.5426504917425876
AMZN,9,0.0002486876543649,0.0002974217088611,HAR-X,44,1.2573217013479195e-08,3.0399086149183088
AMZN,9,0.0002486876543649,0.0002974217088611,LogHAR,44,7.333356057426169e-09,1.7730332842687846
AMZN,9,0.0002486876543649,0.0002974217088611,ElasticNet,44,1.0371658467431436e-08,2.507623458048525
AMZN,9,0.0002486876543649,0.0002974217088611,RF,44,1.3322985606834289e-08,3.22118505385131
AMZN,9,0.0002486876543649,0.0002974217088611,NN_2_e10,44,1.1638415359648561e-08,2.8138955271243775
AMZN,10,0.0002974361331954,0.000792284345527,HAR-X,44,4.582345183491931e-08,1.0513985522413092
AMZN,10,0.0002974361331954,0.000792284345527,LogHAR,44,4.117758499779446e-08,0.944801221161666
AMZN,10,0.0002974361331954,0.000792284345527,ElasticNet,44,4.349842868863471e-08,0.9980519388360672
AMZN,10,0.0002974361331954,0.000792284345527,RF,44,4.8232764785036875e-08,1.1066791573946617
AMZN,10,0.0002974361331954,0.000792284345527,NN_2_e10,44,5.493701046422064e-08,1.2605050678991248
