stock,decile,rv_lo,rv_hi,model,n_days,mse,rel_mse_to_HAR
JPM,7,0.0001155503558745,0.0001224282836076,HAR-X,42,9.75679454615393e-09,2.092896823080955
JPM,7,0.0001155503558745,0.0001224282836076,LogHAR,42,2.0714575035510047e-09,0.4443413057250521
JPM,7,0.0001155503558745,0.0001224282836076,ElasticNet,42,1.0100897538386722e-08,2.1667091859271674
JPM,7,0.0001155503558745,0.0001224282836076,RF,42,5.631098250209193e-09,1.2079077388142034
JPM,7,0.0001155503558745,0.0001224282836076,NN_2_e10,42,6.269210607081578e-09,1.3447870507797672
JPM,8,0.0001224319088502,0.0001334684094999,HAR-X,42,9.04356468153774e-09,1.8213476196904248
JPM,8,0.0001224319088502,0.0001334684094999,LogHAR,42,1.4357654546077454e-09,0.28915898600494183
JPM,8,0.0001224319088502,0.0001334684094999,ElasticNet,42,9.892852301286768e-09,1.9923916757826312
JPM,8,0.0001224319088502,0.0001334684094999,RF,42,5.0108575304845225e-09,1.0091721303644152
JPM,8,0.0001224319088502,0.0001334684094999,NN_2_e10,42,4.459991872240347e-09,0.8982293892282256
JPM,9,0.0001339106012061,0.0001481609048714,HAR-X,42,1.0066085809222772e-08,9.284712625052379
JPM,9,0.0001339106012061,0.0001481609048714,LogHAR,42,1.7738440352093867e-09,1.6361505773666865
JPM,9,0.0001339106012061,0.0001481609048714,ElasticNet,42,1.1621483939084948e-08,10.719374014495596
JPM,9,0.0001339106012061,0.0001481609048714,RF,42,6.147614394665939e-09,5.6704099354896895
JPM,9,0.0001339106012061,0.0001481609048714,NN_2_e10,42,2.8399485140866656e-09,2.6194994085069454
JPM,10,0.0001486995643646,0.0001955937515569,HAR-X,43,1.0433254925278092e-08,5.691638295753882
JPM,10,0.0001486995643646,0.0001955937515569,LogHAR,43,3.752641922121706e-09,2.0471732577386494
JPM,10,0.0001486995643646,0.0001955937515569,ElasticNet,43,8.920405897621035e-09,4.866335978962518
JPM,10,0.0001486995643646,0.0001955937515569,RF,43,8.040465176876982e-09,4.386303204909828
JPM,10,0.0001486995643646,0.0001955937515569,NN_2_e10,43,1.0987676647788216e-09,0.5994091166927481
AMZN,1,0.0001120712558085,0.0001329953780781,HAR-X,43,5.505052342800335e-09,0.5935046615265263
AMZN,1,0.0001120712558085,0.0001329953780781,LogHAR,43,5.9586056214558274e-09,0.6424026498417006
AMZN,1,0.0001120712558085,0.0001329953780781,ElasticNet,43,9.157618542874165e-09,0.9872911200900273
AMZN,1,0.0001120712558085,0.0001329953780781,RF,43,8.856643913727565e-09,0.9548427736845037
AMZN,1,0.0001120712558085,0.0001329953780781,NN_2_e10,43,3.296048930787378e-09,0.35535000999586
AMZN,2,0.0001329962461717,0.0001460822203488,HAR-X,42,5.434053426853522e-09,0.9454147125696805
AMZN,2,0.0001329962461717,0.0001460822203488,LogHAR,42,4.151349690356334e-09,0.7222503656091234
AMZN,2,0.0001329962461717,0.0001460822203488,ElasticNet,42,6.617004431936904e-09,1.1512241142454558
AMZN,2,0.0001329962461717,0.0001460822203488,RF,42,1.1587790791558214e-08,2.016039784662556
AMZN,2,0.0001329962461717,0.0001460822203488,NN_2_e10,42,2.4393971849205864e-09,0.4244054681222313
AMZN,3,0.0001467965649278,0.0001612039932423,HAR-X,42,2.713199211528263e-09,0.7152046067141049
AMZN,3,0.0001467965649278,0.0001612039932423,LogHAR,42,2.061038349005882e-09,0.5432937307220962
AMZN,3,0.0001467965649278,0.0001612039932423,ElasticNet,42,3.483571731314082e-09,0.9182763062397817
AMZN,3,0.0001467965649278,0.0001612039932423,RF,42,2.1430129987231712e-08,5.649024083534584
AMZN,3,0.0001467965649278,0.0001612039932423,NN_2_e10,42,7.307644099741768e-10,0.19263092448779512
AMZN,4,0.0001616499298135,0.0001797028942803,HAR-X,43,4.5956459972769015e-09,0.7727970278358363
AMZN,4,0.0001616499298135,0.0001797028942803,LogHAR,43,6.051609960195524e-09,1.0176297725351235
AMZN,4,0.0001616499298135,0.0001797028942803,ElasticNet,43,6.0923946500845835e-09,1.0244880656121245
AMZN,4,0.0001616499298135,0.0001797028942803,RF,43,1.2705315200562708e-08,2.136506996085045
AMZN,4,0.0001616499298135,0.0001797028942803,NN_2_e10,43,2.434386666898672e-09,0.40936285821345186
AMZN,5,0.0001798657485371,0.0001923957294656,HAR-X,42,5.69432688568804e-09,1.0494387686074886
AMZN,5,0.0001798657485371,0.0001923957294656,LogHAR,42,6.325574000133977e-09,1.165774765428495
AMZN,5,0.0001798657485371,0.0001923957294656,ElasticNet,42,5.79552139878695e-09,1.0680884610730315
AMZN,5,0.0001798657485371,0.0001923957294656,RF,42,1.4041336318626416e-08,2.587754969399238
AMZN,5,0.0001798657485371,0.0001923957294656,NN_2_e10,42,2.392918356261741e-09,0.4410040630939558
AMZN,6,0.0001925024189757,0.0002064958258571,HAR-X,42,7.396509759668972e-09,1.6579794332561852
AMZN,6,0.0001925024189757,0.0002064958258571,LogHAR,42,6.786578022513412e-09,1.5212589652581285
AMZN,6,0.0001925024189757,0.0002064958258571,ElasticNet,42,6.665306372403938e-09,1.494075076065566
AMZN,6,0.0001925024189757,0.0002064958258571,RF,42,1.7390700471735667e-08,3.8982472340233625
AMZN,6,0.0001925024189757,0.0002064958258571,NN_2_e10,42,8.59226417148284e-09,1.9260161541462106
AMZN,7,0.0002069214085099,0.0002242913100381,HAR-X,43,6.344061282294452e-09,1.5326014516694797
AMZN,7,0.0002069214085099,0.0002242913100381,LogHAR,43,9.589264432879555e-09,2.3165792284021625
AMZN,7,0.0002069214085099,0.0002242913100381,ElasticNet,43,5.680170365380225e-09,1.3722183567185218
AMZN,7,0.0002069214085099,0.0002242913100381,RF,43,1.6415913355636307e-08,3.9657644401299583
AMZN,7,0.0002069214085099,0.0002242913100381,NN_2_e10,43,6.374792237098306e-09,1.5400254508787907
AMZN,8,0.0002243690096672,0.0002395418923892,HAR-X,42,2.3647784888957522e-09,1.2915814186687398
AMZN,8,0.0002243690096672,0.0002395418923892,LogHAR,42,2.4859117946733397e-09,1.357741326524341
AMZN,8,0.0002243690096672,0.0002395418923892,ElasticNet,42,1.79511606697525e-09,0.9804464000945804
AMZN,8,0.0002243690096672,0.0002395418923892,RF,42,1.073463584340624e-08,5.862983047512886
AMZN,8,0.0002243690096672,0.0002395418923892,NN_2_e10,42,4.104639480112112e-09,2.2418489121670233
AMZN,9,0.0002416815298851,0.0002754069728903,HAR-X,42,4.166927914457262e-09,1.7220198105750673
AMZN,9,0.0002416815298851,0.0002754069728903,LogHAR,42,3.7484294303027305e-09,1.5490716110371339
AMZN,9,0.0002416815298851,0.0002754069728903,ElasticNet,42,2.5207792269440273e-09,1.0417343078633763
AMZN,9,0.0002416815298851,0.0002754069728903,RF,42,1.675606405081429e-08,6.924591650039416
AMZN,9,0.0002416815298851,0.0002754069728903,NN_2_e10,42,4.019123309780692e-09,1.6609382505931443
AMZN,10,0.0002762595162036,0.0003877430631815,HAR-X,43,1.498676895148547e-08,1.8772057167932066
AMZN,10,0.0002762595162036,0.0003877430631815,LogHAR,43,1.1706967670299517e-08,1.4663858973298731
AMZN,10,0.0002762595162036,0.0003877430631815,ElasticNet,43,1.1845888434611707e-08,1.483786769645468
AMZN,10,0.0002762595162036,0.0003877430631815,RF,43,4.479084631846224e-09,0.5610390941583789
AMZN,10,0.0002762595162036,0.0003877430631815,NN_2_e10,43,1.6833762761841296e-08,2.1085556062126973
