date,RV,RQ
2021-07-27,0.00018692273071265828,4.536613608513813e-08
2021-07-28,0.00019584575692227596,8.380843957694406e-08
2021-07-29,8.840685710684377e-05,1.120040297316668e-08
2021-07-30,0.00025468884414118885,1.0703872095290847e-07
2021-08-02,9.030563773115018e-05,1.0836755822493706e-08
2021-08-03,0.00017261982777872417,3.6717820933454866e-08
2021-08-04,7.847750290643227e-05,9.609449795155279e-09
2021-08-05,0.00011038554529568198,2.8277970588637914e-08
2021-08-06,4.4191245886591e-05,2.9540466313369698e-09
2021-08-09,8.204281400688365e-05,2.074568101409947e-08
2021-08-10,6.254661734820468e-05,5.095156411445945e-09
2021-08-11,8.474039097226728e-05,8.501961140248e-09
2021-08-12,8.92126092553857e-05,7.358168676216776e-09
2021-08-13,2.6127144459646077e-05,7.436383241744362e-10
2021-08-16,0.00018236120513161338,4.4677285987701157e-08
2021-08-17,0.00019299673827119843,3.967920762181636e-08
2021-08-18,0.00010835296462801022,2.152529825787723e-08
2021-08-19,9.941136071087496e-05,1.053287260352903e-08
2021-08-20,7.588414960572461e-05,1.2819516847320232e-08
2021-08-23,9.757186366258531e-05,1.779985314452452e-08
2021-08-24,6.39372506951837e-05,4.159279221235459e-09
2021-08-25,4.842590519482131e-05,4.038984583459527e-09
2021-08-26,8.164723310112987e-05,1.0886089256552392e-08
2021-08-27,3.447602645705402e-05,3.944510032712668e-09
2021-08-30,0.00011549656436202984,2.1229201739692838e-08
2021-08-31,0.00014901245268043387,7.240388012422273e-08
2021-09-01,8.425415569899441e-05,7.918348302619905e-09
2021-09-02,9.427870497779834e-05,1.5028572002851617e-08
2021-09-03,7.728225579542477e-05,1.3350721454801202e-08
2021-09-07,0.0001052847041378374,3.16532416974344e-08
2021-09-08,0.0001301305280351038,2.2782031588059226e-08
2021-09-09,8.482870072874182e-05,8.039094304393178e-09
2021-09-10,6.695694374285458e-05,8.54650027830033e-09
2021-09-13,0.00010276886079305628,1.3505105611547921e-08
2021-09-14,7.348769850537025e-05,8.757827355899704e-09
2021-09-15,0.00012065210547819379,2.596761289039626e-08
2021-09-16,0.00010468836157113647,1.7767059931891277e-08
2021-09-17,7.989256457184553e-05,5.688527724453149e-09
2021-09-20,0.00018599310996048177,3.382041129583864e-08
2021-09-21,0.00015328692062639902,3.575768300158557e-08
2021-09-22,8.870161276495978e-05,1.3406322051578481e-08
2021-09-23,5.8712309694306105e-05,4.966410973476949e-09
2021-09-24,6.567854875811165e-05,4.720793434832645e-09
2021-09-27,0.00019303923688717193,6.734576285525431e-08
2021-09-28,0.00017986920009334796,7.487615910191603e-08
2021-09-29,0.0001566204396705872,3.605649022549518e-08
2021-09-30,0.000122277099473596,1.4212392041976247e-08
2021-10-01,0.00012486291058420764,2.4361968184671665e-08
2021-10-04,0.00032428300338589294,1.0777995711974082e-07
2021-10-05,0.00011679086835941717,2.2063218378832214e-08
2021-10-06,0.00022947342986095033,1.6838750099662566e-07
2021-10-07,7.03784874403098e-05,2.8899011495429994e-08
2021-10-08,6.310902589248254e-05,4.649300411562492e-09
2021-10-11,9.33035435632271e-05,1.1993919039198662e-08
2021-10-12,0.00011743166545939327,1.980140212945774e-08
2021-10-13,6.483685618816182e-05,4.943808034877525e-09
2021-10-14,2.6300699041938486e-05,1.0930861585822836e-09
2021-10-15,0.00012980367243753833,4.537754259568682e-08
2021-10-18,0.00014080931618620887,5.565488771137366e-08
2021-10-19,8.163647407258486e-05,1.0192709708897213e-08
2021-10-20,0.00010690780414774512,3.5208978129667934e-08
2021-10-21,5.689367186829217e-05,3.3013324016248683e-09
2021-10-22,0.00021334922451703302,1.0836325002071613e-07
2021-10-25,0.00015582875697119037,2.0373967504930707e-07
2021-10-26,0.00026277547233114835,3.116815885377547e-07
2021-10-27,0.00017282304612607373,5.3250538911301145e-08
2021-10-28,0.00015014378266935954,2.9506329927170862e-08
2021-10-29,0.0003459689637727186,3.954834536139357e-07
2021-11-01,0.0001273766407144345,2.064150283167094e-08
2021-11-02,0.00013339401359596266,7.771476622397321e-08
2021-11-03,0.00016575694744634057,4.165523622827099e-08
2021-11-04,0.0002502334576363642,7.367178245452218e-08
2021-11-05,0.00018894697163712707,5.3942776772973723e-08
2021-11-08,0.00023826513280812616,9.398321957218303e-08
2021-11-09,0.00021765168637757093,6.438242335456615e-08
2021-11-10,0.0003464675930738461,2.1531218315201369e-07
2021-11-11,0.0002044575271498238,7.516037950258246e-08
2021-11-12,0.0002663331232753219,2.9534631216986486e-07
2021-11-15,0.0002689621317203921,2.345375326550573e-07
2021-11-16,0.0001244302639851195,2.7819750479235224e-08
2021-11-17,0.000100318842401689,9.656136906145477e-09
2021-11-18,0.00018547601812782298,4.697212041529963e-08
2021-11-19,0.0002408673509260172,1.183734263689742e-07
2021-11-22,0.00039905724998649117,2.0225489334902873e-07
2021-11-23,0.00042491844229904135,5.490020119976046e-07
2021-11-24,0.0001520143086114501,2.365650371348732e-08
2021-11-29,0.00015191836500223044,5.847796586620265e-08
2021-11-30,0.0002606147570095555,9.267423674539398e-08
2021-12-01,0.0002669230135743169,8.381552353167277e-08
2021-12-02,0.0003972956747041499,1.9947996752015568e-07
2021-12-03,0.00030761795233710744,1.3127890141308916e-07
2021-12-06,0.000490341187092844,7.308619056546067e-07
2021-12-07,0.00013161333764685125,3.166394278335264e-08
2021-12-08,0.00017673533795756877,1.4593028702499003e-07
2021-12-09,0.00017067638035904822,9.161674278458188e-08
2021-12-10,0.00019334457699311276,4.0399104077426954e-08
2021-12-13,0.00016233026597075196,3.596282626197968e-08
2021-12-14,0.0002233114801824778,1.352622191397324e-07
2021-12-15,0.0005264383908421345,4.331664471881046e-07
2021-12-16,0.0003836078086060642,2.179790374200386e-07
2021-12-17,0.0005962553798869705,4.696238077657949e-07
2021-12-20,0.0002630001259463565,8.899197793413163e-08
2021-12-21,0.00019397091828353858,5.185953753076316e-08
2021-12-22,0.0002279223253428278,8.488001903761052e-08
2021-12-23,9.828025111929227e-05,1.2311288595157233e-08
2021-12-27,0.0001690583015013977,6.266002433153973e-08
2021-12-28,0.00023723889251093437,1.0937783875459313e-07
2021-12-29,8.26915261855616e-05,2.9014452763001716e-08
2021-12-30,8.357325048468449e-05,1.1486354392017824e-08
2021-12-31,9.174454809000615e-05,2.302345025450868e-08
2022-01-03,0.00019439904522115784,7.843613195765349e-08
2022-01-04,0.0001346966362305032,2.222408361303016e-08
2022-01-05,0.00020188557396594076,1.550883165332493e-07
2022-01-06,0.00022842147285350098,6.51761047521884e-08
2022-01-07,0.00010894901602813616,1.3842341891412144e-08
2022-01-10,0.00040121484543323795,2.487866707655362e-07
2022-01-11,0.0002789933039807429,1.1031281824237707e-07
2022-01-12,0.00010904370634391538,1.3195853546684797e-08
2022-01-13,0.00018370810580126031,3.6261283139827885e-08
2022-01-14,0.00024546631029172483,1.492555660180371e-07
2022-01-18,0.0002426134809314778,1.2009708533869537e-07
2022-01-19,0.00014726562118197228,1.866818523881343e-08
2022-01-20,0.00022060579201397442,4.657765974652398e-08
2022-01-21,0.0008709795779129472,1.1827478409478384e-06
2022-01-24,0.0018727933692291611,3.5574501277299424e-06
2022-01-25,0.0008711938724503748,1.1536909735618776e-06
2022-01-26,0.0012060069018624583,2.0452472488357977e-06
2022-01-27,0.000676550979043529,6.926918209607302e-07
2022-01-28,0.0005271104336797392,2.5702686480464104e-07
2022-01-31,0.0004340471256987088,2.6908374627660206e-07
2022-02-01,0.00028606179786752357,1.2103694324820406e-07
2022-02-02,0.0005482281361534445,4.835125199006099e-07
2022-02-03,0.0009704640504515312,1.1679576983031213e-06
2022-02-04,0.0009517310284081797,1.2493637941531385e-06
2022-02-07,0.0007807851468577024,1.190820611987167e-06
2022-02-08,0.0003718793750682814,1.8253518175961222e-07
2022-02-09,0.00027233905247904256,8.918810052127786e-08
2022-02-10,0.0003714514914384272,2.040489026556113e-07
2022-02-11,0.0003916314730143421,1.6691810942978797e-07
2022-02-14,0.0005740525224371042,3.1443664070945996e-07
2022-02-15,0.00022519828587449622,6.182678172216092e-08
2022-02-16,0.000294937687365661,8.550826421995253e-08
2022-02-17,0.00030996253118580427,2.1705745738455518e-07
2022-02-18,0.0004607837986887145,4.0067285020411923e-07
2022-02-22,0.00041842539769901727,1.639283021684613e-07
2022-02-23,0.0002837338468501046,8.747075901752454e-08
