date,M1W,d_log_dvol,EA
2017-05-15,0.028961538875096338,0.17743302016330986,0
2017-05-16,0.009752082739788559,-0.35124541682036536,0
2017-05-17,0.01375881617142749,0.4546819019366879,0
2017-05-18,-0.004336046719802145,-0.22319582609726396,0
2017-05-19,0.01154141444090051,-0.021249245116511162,0
2017-05-22,-0.0016652793190607973,-0.35325951708901115,0
2017-05-23,0.01275355562139957,-0.08104234477312744,0
2017-05-24,0.005718607200503101,-0.044297336213308114,0
2017-05-25,0.036887899763832,0.7661968165258273,0
2017-05-26,0.0356595159477191,-0.28863014200329573,0
2017-05-30,0.036613149746200335,-0.1499999913542247,0
2017-05-31,0.026635711062072964,0.15656580933540098,0
2017-06-01,0.023458204867617294,-0.4160227752106245,0
2017-06-02,0.016790118307880686,0.47170578608897884,0
2017-06-05,0.013398860587910733,-0.34583874782159896,0
2017-06-06,0.015346589184510595,0.18902717692244764,0
2017-06-07,0.006200639928746643,-0.1636414473939496,0
2017-06-08,0.0153649635546671,-0.04462276876620663,0
2017-06-09,0.013350801074443197,1.0209168459617786,0
2017-06-12,-0.02984092387757542,0.24846814890029378,0
2017-06-13,-0.04676492205360727,-0.761768163418548,0
2017-06-14,-0.02238222277998858,-0.12588426225410387,0
2017-06-15,-0.03403812638225823,0.31002858791266164,0
2017-06-16,-0.04701027642573585,0.7361891949134858,0
2017-06-19,0.010586418087438876,-0.8330176715369824,0
2017-06-20,0.030815620645929354,-0.13342898521122848,0
2017-06-21,0.01193904866503237,-0.3741240807666344,0
2017-06-22,0.025886177470469285,-0.2733529786333513,0
2017-06-23,0.0380630052852986,0.027212196991523996,0
2017-06-26,0.01627031974980886,0.37202444139276025,0
2017-06-27,-0.0012065153283411512,0.08698505960721192,0
2017-06-28,-0.015411629010924965,-0.004497730437844183,0
2017-06-29,-0.011848717794880503,0.11450741283091048,0
2017-06-30,-0.025783930849396786,-0.25013946308817836,0
2017-07-05,-0.04149291034548863,0.2605444240199368,0
2017-07-06,-0.006363564530820653,-0.11786025993784222,0
2017-07-07,-0.025431774592197254,-0.23866215521002232,0
2017-07-10,0.002813920007546322,0.30695749275632167,0
2017-07-11,0.028916696111448648,-0.14187522833399413,0
2017-07-12,0.04149291034548863,0.19288524788249717,0
2017-07-13,0.035801174037025874,-0.25728403149426526,0
2017-07-14,0.03532209764433292,-0.32614648800422685,0
2017-07-17,0.02336937186952248,0.537947882082868,0
2017-07-18,0.013556826447279846,0.19542218556189184,0
2017-07-19,0.029929892371876043,-0.29960483406019733,0
2017-07-20,0.019868854654725876,-0.045598599023367825,0
2017-07-21,0.02894181422681763,-0.13466766289622356,0
2017-07-24,0.02289423064899232,0.16382621025830701,0
2017-07-25,0.027730736114520482,-0.2749693143262384,0
2017-07-26,0.015501182310522221,0.20057910180156213,0
2017-07-27,0.025385978625168892,1.3015740122581647,1
2017-07-28,0.015235083991322451,-0.33152499116217626,0
2017-07-31,-0.004889985294191934,-0.03482274486774273,0
2017-08-01,-0.050259849174548954,-0.4978395626622927,0
2017-08-02,-0.04323027889512243,-0.08179929524945706,0
2017-08-03,-0.05644376119770067,-0.262119030020191,0
2017-08-04,-0.05696029105270384,-0.13028494732348506,0
2017-08-07,-0.03248268045355429,-0.049075303281522764,0
2017-08-08,0.004344977279756801,0.06886168870228104,0
2017-08-09,-0.0064350999260640585,0.18176781952861631,0
2017-08-10,-0.013349712819309634,0.46093752925160203,0
2017-08-11,-0.03142654210001128,-0.48980430166635713,0
2017-08-14,-0.0196365483191685,-0.06195021667702605,0
2017-08-15,-0.008708915803208761,-0.1877104648447947,0
2017-08-16,-0.007300782783237647,0.09908407283683118,0
2017-08-17,-0.004285283570326648,0.13284250549381227,0
2017-08-18,0.004172757984527653,-0.04593922302771247,0
2017-08-21,-0.009954358954650022,-0.12981180426699268,0
2017-08-22,-0.03140754021073455,-0.05079070306309319,0
2017-08-23,-0.01621047090522021,-0.11741932940672584,0
2017-08-24,-0.02107951579105416,0.7467245643011324,0
2017-08-25,-0.008363000863964132,-0.4787262504576155,0
2017-08-28,-0.014299391057201127,-0.3320458195217988,0
2017-08-29,-0.007162448989212145,0.15388233639604465,0
2017-08-30,-0.0133279773810413,0.006782619695840708,0
2017-08-31,0.010388624492108978,0.08335051532350235,0
2017-09-01,0.028969540850372955,-0.24689439523207923,0
2017-09-05,0.03452922061151398,0.212433828383098,0
2017-09-06,0.020092764698998344,-0.27943667181200027,0
2017-09-07,0.01456841582829016,0.17882672979851222,0
2017-09-08,0.012305129637191659,-0.007293899348404409,0
2017-09-11,-0.01520785577769157,-0.20428869313239773,0
2017-09-12,-0.00024537870235974424,0.22654400136860886,0
2017-09-13,0.017826076830212756,0.2970131336669404,0
2017-09-14,0.03212311168422044,0.11193047689324942,0
2017-09-15,0.012800791493884578,-0.0480813877833981,0
2017-09-18,0.02171326599404022,-0.07515280995250251,0
2017-09-19,-0.004468227729579777,-0.2935921467440039,0
2017-09-20,-0.013690421638718586,0.13137270669081147,0
2017-09-21,-0.026765588051429923,-0.2592742723765227,0
2017-09-22,-0.02798314442397576,0.1555461734774788,0
2017-09-25,-0.03337763486168566,0.6204676095407784,0
2017-09-26,-0.035333455004602055,-0.3757555277185247,0
2017-09-27,-0.032092239804588196,-0.07683517209810375,0
2017-09-28,-0.023201739291016654,-0.22573879497553406,0
2017-09-29,-0.008765319858802911,-0.07426019393548344,0
2017-10-02,0.006161577636815352,0.07266686236214781,0
2017-10-03,0.02001541589151401,0.10038377341003368,0
2017-10-04,0.019424642315172047,-0.07778242448445383,0
2017-10-05,0.01515465160804208,0.22908858175350133,0
2017-10-06,0.025600076800164295,0.2817139166427971,0
2017-10-09,0.02984683886966666,-0.2721277361704715,0
2017-10-10,0.033032031769758774,0.0767205917620224,0
2017-10-11,0.031069261698168926,-0.3323614060321596,0
2017-10-12,0.03020021393220018,0.5920282650554505,0
2017-10-13,0.01997846693088645,-0.5687867456250153,0
2017-10-16,0.013848690971874689,-0.15091980991857312,0
2017-10-17,0.015420351616187933,0.09374510062385966,0
2017-10-18,0.02184236720248567,0.13029299933649696,0
2017-10-19,0.002008032803245463,0.12481029749361028,0
2017-10-20,-0.01449009051558292,-0.33714763365101064,0
2017-10-23,-0.020540391902986066,0.4932535341732489,0
2017-10-24,-0.04061914678576173,-0.28447059779419703,0
2017-10-25,-0.03325243394051647,0.13442381054930763,0
2017-10-26,-0.024366687775833284,0.1699075792778153,1
2017-10-27,-0.014291790829952244,1.6699062476811903,0
2017-10-30,0.11336501657551379,-0.9063432141265828,0
2017-10-31,0.1393200162722299,-0.6715823308001312,0
2017-11-01,0.12468086660031297,0.08371376842208278,0
2017-11-02,0.1259487601571263,0.005125579960239435,0
2017-11-03,0.11762308501224084,-0.003415176364942596,0
2017-11-06,0.009581561145668438,-0.12884866723652877,0
2017-11-07,0.008605287953309393,-0.1917851253908296,0
2017-11-08,0.015793580258140594,-0.045586196358343045,0
2017-11-09,0.02611488059632361,0.30702952227961333,0
2017-11-10,0.031491581167736094,-0.5120674952966446,0
2017-11-13,0.012338109130829444,0.3603440179864421,0
2017-11-14,0.007823652993380392,0.07294723395070335,0
2017-11-15,0.012035543511344393,0.23083829242028386,0
2017-11-16,-0.005133208899678721,-0.6633069852000517,0
2017-11-17,0.007060929600873678,0.07540389837683392,0
2017-11-20,0.0039020978919834803,-0.12918463216860943,0
2017-11-21,-0.002305169918720651,0.15893662358704574,0
2017-11-22,0.0024600258408629117,0.48741593521904036,0
2017-11-27,0.042530297073186674,0.6758340863102994,0
2017-11-28,0.05660752551862114,-0.41229907142426825,0
2017-11-29,0.05776970298888351,0.7499499020588942,0
2017-11-30,0.018776629526721322,-0.874222582946313,0
2017-12-01,0.01749015778197993,-0.011022984179554385,0
2017-12-04,-0.020952985265290103,0.40097880198841906,0
2017-12-05,-0.052896946122085176,-0.37492549666041697,0
2017-12-06,-0.044543163286870247,-0.414396381434635,0
2017-12-07,-0.007086711881416186,-0.13147159436955747,0
2017-12-08,-0.01420891832994542,0.17894285273280275,0
2017-12-11,0.00017213185342423998,-0.275816732545465,0
2017-12-12,0.030568548949393204,-0.014254822769206754,0
2017-12-13,0.020805188718368228,0.11238110538820933,0
2017-12-14,0.009838691602409355,0.2727496552070967,0
2017-12-15,0.012848142477849045,0.2477014418200234,0
2017-12-18,0.014523963125514072,-0.38728746802027203,0
2017-12-19,0.018305595904530847,-0.09706467199606195,0
2017-12-20,0.018530066955579905,-0.15391008515850046,0
2017-12-21,0.010932804487850056,-0.09373190714820367,0
2017-12-22,-0.00017022725379423065,-0.2587346706724354,0
2017-12-26,-0.009031330023784534,0.28750877469063596,0
2017-12-27,-0.011656521881344695,-0.11161090977538635,0
2017-12-28,-0.004727342925000322,0.005300611672200972,0
2017-12-29,0.0074475631983528245,0.21654969225328102,0
2018-01-02,-0.004436110328950527,0.11008712674767196,0
2018-01-03,0.017477326177195884,0.21485024265785313,0
2018-01-04,0.02168334385409665,-0.02614103128610168,0
2018-01-05,0.023251026513694484,0.12304747863679211,0
2018-01-08,0.03561453000836412,0.2200374193234893,0
2018-01-09,0.06407885668452185,-0.11135567041919003,0
2018-01-10,0.05258766238725432,-0.30854464670894544,0
