,HAR,HAR-X,LogHAR,HARQ,Lasso,ElasticNet,RF,GB,NN_2_e10
HAR,1.0,0.9129650164198506,0.0057896215515803595,0.9620494878965066,0.9230813007153844,0.9366189987914446,0.017280121410921723,0.009128507178265632,0.16523042828250567
HAR-X,0.08703498358014938,1.0,0.00013433439937293734,0.9885936665454053,0.16255660499943914,0.9538602505173506,0.00045384708109774685,0.0005422485971804392,0.015357898897101263
LogHAR,0.9942103784484196,0.9998656656006271,1.0,0.9998638708154297,0.9998519712131607,0.9999165001772142,0.9981704199352002,0.8809264272632088,0.9999989951643
HARQ,0.03795051210349343,0.011406333454594741,0.00013612918457028833,1.0,0.021588871072534266,0.40487407061612013,0.000390585343330363,0.00043110853241756786,0.011291840373432893
Lasso,0.07691869928461559,0.8374433950005609,0.00014802878683928267,0.9784111289274657,1.0,0.9320471578540945,0.0005721706108233748,0.00045264113888532354,0.02741811150431861
ElasticNet,0.06338100120855539,0.04613974948264943,8.349982278577084e-05,0.5951259293838799,0.06795284214590547,1.0,0.00028324657469447345,0.00036375034189262134,0.009995444412155607
RF,0.9827198785890783,0.9995461529189023,0.0018295800647998295,0.9996094146566696,0.9994278293891766,0.9997167534253055,1.0,0.1254443422558178,0.9917724621156929
GB,0.9908714928217344,0.9994577514028196,0.1190735727367912,0.9995688914675824,0.9995473588611147,0.9996362496581074,0.8745556577441822,1.0,0.9998405945159565
NN_2_e10,0.8347695717174943,0.9846421011028987,1.0048356999803332e-06,0.9887081596265671,0.9725818884956814,0.9900045555878444,0.008227537884307079,0.00015940548404347332,1.0
