feature,vi_norm
RVD,0.22773288012044363
RVW,0.1542851629702454
RVM,0.02019780391998217
M1W,0.0338599115260953
d_log_dvol,0.03433145483561905
EA,0.0
VIX,0.368413254597347
d_US3M,0.006714647708694522
HSI,0.07087086218915488
ADS,0.018698361421872402
EPU,0.0648956607105457
