feature,vi_norm
RVD,0.29914073578417233
RVW,0.16500399930100104
RVM,0.04150434039890274
M1W,0.032259850946423536
d_log_dvol,0.050194583588824844
EA,0.0
VIX,0.2637349589814765
d_US3M,0.00283182434519213
HSI,0.062199622045565166
ADS,0.008005542672500612
EPU,0.07512454193594098
