feature,vi_norm
RVD,0.35830412959567615
RVW,0.20390346534416223
RVM,0.05917197401269145
M1W,0.08048813397080573
d_log_dvol,0.04772504449175748
EA,0.0
VIX,0.16783148980272125
d_US3M,0.008395685264392647
HSI,0.019282818222964022
ADS,0.037213909164554644
EPU,0.017683350130274292
