,HAR,LogHAR,HARQ,Lasso,ElasticNet,RF,GB,NN_2_e10
HAR,1.0,0.06524879077366752,0.06953680987805966,0.7283222908111116,0.999992262503367,0.987803326771708,0.9349719323790221,0.2172841339651994
LogHAR,0.9347512092263325,1.0,0.8481715811074187,0.9741059713171765,0.9497470183793697,0.9831917030737707,0.9379661683868059,0.9995998296520255
HARQ,0.9304631901219403,0.15182841889258125,1.0,0.9760186426034669,0.9605314550377314,0.9866070806321737,0.9426504904712409,0.4973739065150813
Lasso,0.27167770918888845,0.025894028682823533,0.023981357396533065,1.0,0.5202498955682135,0.9810334644982338,0.9179460791543286,0.13970960178005998
ElasticNet,7.737496632964636e-06,0.0502529816206303,0.03946854496226859,0.47975010443178645,1.0,0.9855735271143407,0.9286615791298949,0.18236927825642302
RF,0.012196673228291988,0.016808296926229316,0.013392919367826273,0.01896653550176619,0.014426472885659347,1.0,0.3400466799256704,0.029036927589890738
GB,0.0650280676209779,0.06203383161319409,0.05734950952875906,0.08205392084567142,0.07133842087010511,0.6599533200743296,1.0,0.09025996642732903
NN_2_e10,0.7827158660348006,0.00040017034797446005,0.5026260934849187,0.86029039821994,0.817630721743577,0.9709630724101093,0.909740033572671,1.0
