,HAR,HAR-X,LogHAR,HARQ,Lasso,ElasticNet,RF,GB,NN_2_e10
HAR,1.0,0.9211341625297241,0.01724554946018475,0.9109841222781332,0.17643148374484385,0.30112570079364187,0.9405578547014871,0.9966407474805535,0.2217475004251197
HAR-X,0.07886583747027587,1.0,4.515886813205583e-05,0.4018579202569258,0.01871961219118945,0.03170211873241635,0.6632022738578615,0.8366373093045254,0.005399259923712818
LogHAR,0.9827544505398152,0.9999548411318679,1.0,0.999925147914881,0.9592907971385867,0.9778620958603566,0.9946656696936718,0.9996135731622859,0.8894874175837129
HARQ,0.08901587772186681,0.5981420797430742,7.485208511903707e-05,1.0,0.026891553140736324,0.04309122743891036,0.6750114859457403,0.8375760639435583,0.009875659676297222
Lasso,0.8235685162551561,0.9812803878088106,0.04070920286141333,0.9731084468592637,1.0,0.9870995716105432,0.9422984698516985,0.9958244710775286,0.33940036390341266
ElasticNet,0.6988742992063581,0.9682978812675836,0.02213790413964345,0.9569087725610896,0.01290042838945682,1.0,0.9260909750716019,0.9932187377882437,0.2560604074113302
RF,0.05944214529851288,0.33679772614213854,0.005334330306328239,0.32498851405425966,0.05770153014830148,0.07390902492839813,1.0,0.7821179362228072,0.0479137257490333
GB,0.003359252519446465,0.1633626906954746,0.00038642683771406006,0.16242393605644168,0.0041755289224714165,0.006781262211756345,0.21788206377719277,1.0,0.006188390825856871
NN_2_e10,0.7782524995748803,0.9946007400762872,0.11051258241628714,0.9901243403237028,0.6605996360965873,0.7439395925886698,0.9520862742509667,0.9938116091741431,1.0
