date,RV,RVD,RVW,RVM,RQ_lag,M1W,d_log_dvol,EA,VIX,d_US3M,HSI,ADS,EPU
2016-02-04,0.0004265091174284,0.0006612453539121,0.00030101076217764,0.00029325778778022273,7.391832864361349e-07,0.0067092213144279,0.3954452760414391,0,21.65,-0.010000000000000009,0.0005611374327292,-0.1650664498043853,73.51
2016-02-05,0.0003637550285238,0.0004265091174284,0.0003146513902012,0.0003064039272480091,3.2747376577593073e-07,0.0197245941766546,-0.3523169689337848,0,21.84,-0.040000000000000036,0.0001006593288618,-0.1749992248356597,40.73
2016-02-08,0.0004290993284762,0.0003637550285238,0.00035478764212062004,0.00031750495003489545,2.3336572282760098e-07,-0.0270088273416484,-0.024699543710259,0,23.38,0.0,2.9842150055537423e-05,-0.1855222210616247,41.41
2016-02-09,0.0004185391941574,0.0004290993284762,0.00040890962604802,0.00032996491920172274,3.874256556071873e-07,-0.0403805749852956,0.2106061389218219,0,26.0,0.030000000000000027,0.0,-0.2201569154056281,88.26
2016-02-10,0.0002994308638998,0.0004185391941574,0.00045982960449958,0.0003367670824872727,2.1402587921483386e-07,-0.013955693155554,-0.043389429530535,0,26.54,-0.020000000000000018,0.0,-0.2320446761077102,38.4
2016-02-11,0.0005404008103784,0.0002994308638998,0.00038746670649712,0.0003331034360623273,1.0963926791432095e-07,-0.0339117127958745,-0.2344579518041492,0,26.29,0.010000000000000009,0.0,-0.2440253218698983,77.84
2016-02-12,0.0003805945851868,0.0005404008103784,0.00041024504508712,0.0003478319319260864,4.432253168448212e-07,-0.0961109284020276,0.715264065602291,0,28.14,-0.02999999999999997,0.0015404494707915,-0.2561039375585166,106.25
2016-02-16,0.0001091389205378,0.0003805945851868,0.00041361295641972,0.00035404119395605454,2.168978751740885e-07,-0.004678979162791,-0.1015081783822218,0,25.4,0.009999999999999953,0.0001506253744865,-0.268285649620618,74.63
2016-02-17,0.0001424255207847,0.0001091389205378,0.00034962087483204,0.00034552007918976817,1.2714781275895788e-08,0.0318494648601723,-0.5555307705318349,0,24.11,0.010000000000000009,0.0001149700599695,-0.3165440572271479,48.57
2016-02-18,0.0002521239172703,0.0001424255207847,0.0002943981401575,0.0003184833722524591,1.9922252876071472e-08,0.0441799361675676,-0.0423184935367295,0,22.31,0.0,0.0001077983431555,-0.3277155649767682,108.64
2016-02-19,0.0001960712715339,0.0002521239172703,0.0002849367508316,0.00031269605491927275,4.976174482039208e-07,0.0404185928064251,-0.1780863800811118,0,21.64,0.0,0.000524733848128,-0.3384861346861388,117.33
2016-02-22,5.8452934535007826e-05,0.0001960712715339,0.0002160708430627,0.00030724072293025,7.22654436081686e-08,0.0861171193122185,-0.1587687508913902,0,20.53,0.0,1.6117381930178512e-05,-0.3488603376369998,85.85
2016-02-23,0.0002353841604634,5.8452934535007826e-05,0.00015164251293234158,0.00029166130869522766,3.0567041148418495e-09,0.0189639767942675,-0.0050268308596201,0,19.38,0.030000000000000027,8.49660514303893e-05,-0.3780581095644733,55.88
2016-02-24,0.0003146253926263,0.0002353841604634,0.00017689156091746155,0.00028813702827338217,9.378886567927129e-08,-0.0389690714576018,0.7705640050441573,0,20.98,-0.010000000000000009,6.434470983475737e-06,-0.3877097215964571,57.33
2016-02-25,0.0001663143991454,0.0003146253926263,0.00021133153528578156,0.0002971024878079367,1.1992054949680305e-07,-0.0461498321683744,-0.2159486512856432,0,20.72,0.010000000000000009,0.0001326565755539,-0.3973960215881674,62.26
2016-02-26,0.0001874358361502,0.0001663143991454,0.00019416963166080158,0.0002955136821933867,3.058457842653881e-08,-0.0137410896389273,-0.614993011257738,0,19.11,-0.010000000000000009,0.000254416060241,-0.4071211206319114,57.5
2016-02-29,0.0001481888491741,0.0001874358361502,0.00019244254458406157,0.00029527811539162307,3.7325084768319226e-08,-0.004672536519354,0.4291342819292225,0,19.81,0.0,0.0006178670588877,-0.4168891462872224,41.87
2016-03-01,0.00025095487846,0.0001481888491741,0.00021038972751188,0.00028061563368909584,2.529264593346964e-08,-0.0394501645786209,-0.2195822198582924,0,20.55,0.010000000000000009,0.0001718906513608,-0.4470954189566137,65.74
2016-03-02,0.0002754357891519,0.00025095487846,0.00021350387111119997,0.00027573603828679583,1.0100387551322725e-07,0.0534333463129432,0.3696337236526403,0,17.7,0.0,0.0002354642833407,-0.4582832266135705,49.35
2016-03-03,0.0001050405228242,0.0002754357891519,0.00020566595041632,0.0002808434028424867,1.2549213783736758e-07,0.062692570384391,-0.0874295624770482,0,17.09,0.019999999999999962,0.000915013707671,-0.4692998530929333,41.64
2016-03-04,0.0002358218150016,0.0001050405228242,0.00019341117515208,0.0002784139080236231,1.0662987770280177e-08,0.0502687737638369,-0.3145216420440668,0,16.7,-0.07999999999999996,9.552774922311208e-06,-0.4801499741086914,48.6
2016-03-07,0.0001166901036473,0.0002358218150016,0.00020308837092235997,0.00028168129498280494,7.678422822298063e-08,0.0426972431513674,0.0752889710608251,0,16.86,0.010000000000000009,0.0001371808035044,-0.4908381947060204,46.74
2016-03-08,0.0002012294139217,0.0001166901036473,0.000196788621817,0.00025692878360713216,1.3074534803281805e-08,0.0625680087311431,-0.3022161182919092,0,17.35,0.03999999999999998,7.087038315981567e-07,-0.5209943743370589,59.99
2016-03-09,0.0001588218519548,0.0002012294139217,0.00018684352890934,0.00024668879708410034,3.5178236761094673e-08,-0.0071063152161583,0.0619950778559825,0,18.67,-0.030000000000000027,5.439769333213519e-05,-0.5291150594839662,77.42
2016-03-10,0.0002389420820794,0.0001588218519548,0.00016352074146992,0.00023737365269460036,5.1910651152536934e-08,-0.0106015799972829,-0.0621855732944638,0,18.34,0.010000000000000009,5.865500495374508e-07,-0.5361125152292583,46.99
2016-03-11,8.913459001610306e-05,0.0002389420820794,0.00019030105332095999,0.00022873014149474584,5.3443867457668716e-08,-0.0227729243567904,0.4702186420984198,0,18.05,0.010000000000000009,3.507935607715281e-07,-0.5419897114568448,30.22
2016-03-14,9.45919736263644e-05,8.913459001610306e-05,0.0001609636083238606,0.00021375720494286869,9.958945356117328e-09,-0.0113813503710074,0.013692119256401,0,16.5,0.010000000000000009,0.000114700176449,-0.5467491425862894,29.26
2016-03-15,7.199491399976701e-05,9.45919736263644e-05,0.0001565439823196735,0.00020444634629407612,1.0026142806096233e-08,-0.0136038665992148,-0.5588604133527859,0,16.92,0.020000000000000018,0.0001346287842596,-0.5546518069563902,54.04
2016-03-16,0.0002552232085427,7.199491399976701e-05,0.0001306970823352869,0.00018315516918595645,7.701812787211298e-09,0.0069303711659123,-0.1347238244329069,0,16.84,0.0,5.181465120708e-05,-0.5555820353628479,45.63
2016-03-17,0.0001360029028454,0.0002552232085427,0.0001499773536528669,0.0001774564702475883,1.0489601227645221e-07,-0.0030655589977639,0.5266447176047109,0,14.99,-0.030000000000000027,2.348796171175737e-06,-0.5557133960881424,48.66
2016-03-18,0.0001803308826861,0.0001360029028454,0.0001293895178060669,0.0001786775603524792,5.476060988609322e-08,0.0023739015219375,0.0319535733095044,0,14.44,-0.020000000000000018,0.0001458254185555,-0.5550459448848385,40.06
2016-03-21,0.0001155407784921,0.0001803308826861,0.00014762877634006628,0.00018040053134799736,1.1960270035590333e-07,0.0185101960982754,0.4610718052286735,0,14.02,0.0,6.644729787005766e-05,-0.5535793984710319,58.48
2016-03-22,9.386534043355702e-05,0.0001155407784921,0.0001518185373132134,0.00017419220685807918,2.8311526920529242e-08,0.0219324708733581,-0.8517844512501114,0,13.79,0.020000000000000018,3.6657571978739026e-07,-0.5440993710239647,89.85
2016-03-23,8.186345536511123e-05,9.386534043355702e-05,0.0001561926225999714,0.0001695464827171545,1.8556766477492732e-08,0.0177671031475994,-0.144307143825543,0,14.17,-0.010000000000000009,7.082850865906283e-07,-0.5388709149348314,55.17
2016-03-24,7.648529666946208e-05,8.186345536511123e-05,0.00012152067196445366,0.00017061059730034102,7.955604610880284e-09,0.0168431950921816,0.0524731941939968,0,14.94,0.0,6.22993047574455e-06,-0.5325586035001407,87.98
2016-03-28,6.042336163099807e-05,7.648529666946208e-05,0.00010961715072926607,0.00016338792167334385,7.385519220157779e-09,0.0121141519348908,0.0895122438415896,0,14.74,-0.010000000000000009,0.0001733175587977,-0.5251597576272562,50.15
2016-03-29,6.544671049889566e-05,6.042336163099807e-05,8.563564651824568e-05,0.00015183328390083013,5.862827845837775e-09,-0.017502021028771,-0.1216848569966693,0,15.24,0.0,0.0,-0.4848416662807514,105.86
2016-03-30,8.848533492234008e-05,6.544671049889566e-05,7.561683291960482e-05,0.00014724838896235267,5.541979642579752e-09,-0.0229459323714573,0.3771874853365951,0,13.82,-0.05999999999999997,1.033230273486072e-06,-0.4723786369535454,69.82
2016-03-31,7.754641008539509e-05,8.848533492234008e-05,7.454083181736144e-05,0.00014275063890654085,1.1633952767147202e-08,-0.0086370190353326,-0.1669428490606357,0,13.56,-0.03,0.0004508985459855,-0.4590159194177248,124.96
2016-04-01,0.0001164307948699,7.754641008539509e-05,7.36774227614182e-05,0.00013953961894796335,6.153348344224845e-09,-0.0120834849097932,-0.001873552661415,0,13.95,0.009999999999999981,1.6482845000169793e-06,-0.444747842223374,36.42
2016-04-04,0.0001165531609069,0.0001164307948699,8.166652240150578e-05,0.00013342488787568607,2.354959461436566e-08,0.0069378059937057,0.094054267048893,0,13.1,0.020000000000000018,0.0001811697396833,-0.4295683496647594,30.46
2016-04-05,7.576956806388815e-05,0.0001165531609069,9.289248225668617e-05,0.00012620295022818605,2.4209474167288872e-08,0.003586114225405,-0.1680145751113642,0,14.12,0.0,0.0,-0.3905671587702601,38.89
2016-04-06,9.987927157478424e-05,7.576956806388815e-05,9.495705376968466e-05,0.00012487245228453553,6.264715781560553e-09,-0.0045511865227267,0.0306789576672557,0,15.42,0.0,0.0002505526881577,-0.3804430037617931,25.71
2016-04-07,8.230950071099427e-05,9.987927157478424e-05,9.72358411001735e-05,0.00011869324576513482,2.147392531096993e-08,-0.0080089707953812,-0.071331583055386,0,14.09,0.0,2.1591428981149464e-06,-0.3718387142157824,36.17
2016-04-08,8.399233592437518e-05,8.230950071099427e-05,9.818845922529332e-05,0.00011713049108621184,6.033391865663798e-09,-0.0250647497973099,0.4530268108119664,0,16.16,0.0,8.610507941212666e-06,-0.3647506382704651,28.9
2016-04-11,0.0001200810457879,8.399233592437518e-05,9.170076743618836e-05,0.00011180153299542435,1.0760629804760602e-08,-0.0288276857262994,-0.3251557444798507,0,15.36,0.0,2.6376186735442508e-05,-0.3591757675805991,30.25
2016-04-12,0.0001152576589196,0.0001200810457879,9.240634441238836e-05,0.00011004058726056523,1.7742525136337258e-08,-0.016794539900129,0.2595394971707598,0,16.26,0.0,1.1906181722743794e-05,-0.3513361962794959,101.11
