model,AAPL,AMZN,JPM
HAR,1.0,1.0,1.0
LogHAR,0.920141878775189,1.015776096852966,0.888656721617608
HARQ,0.9586514139930579,0.9991297995932236,1.0826153546745934
Lasso,1.0058815442335687,1.010720985437016,0.9827190769156356
ElasticNet,1.0063506072728965,1.0071015880825287,1.0109457444772436
RF,1.2456787817812998,1.3010795833404143,1.1309460727184006
GB,1.2183352135835834,1.182365817857212,1.0637437202652051
NN_2_e10,0.9583763922897975,1.0100019520273609,1.022139842606471
