model,AAPL,AMZN,JPM
HAR,1.0,1.0,1.0
LogHAR,0.644851787067583,1.3024845389305444,0.544195515163961
HARQ,0.9178034782058345,1.1136955110851556,1.2304109158652774
Lasso,1.2320418841200516,1.2605058520751666,1.524413412001821
ElasticNet,1.1857168951902954,1.2169059317580562,1.3042213492649244
RF,2.163106148520856,2.8929689814345902,2.1001837143180606
GB,1.9304525183342225,2.5321279869209863,3.1860727645336113
NN_2_e10,0.8434724835258296,1.2337139000242974,1.4078609876259054
