model,AAPL,AMZN,JPM
HAR,1.0,1.0,1.0
LogHAR,0.8104232049775885,1.052693728806315,0.6314982463112084
HARQ,0.9709446912305292,1.036134757690403,1.2532453664518706
Lasso,1.0334727828932568,1.049948102587974,1.0464469987567766
ElasticNet,1.0382294324484964,1.043038728986927,1.055694876668399
RF,1.9244225914993351,1.9680859200955452,0.8735183240341057
GB,1.5226833447663644,1.4467372824304054,1.5996033586423433
NN_2_e10,0.8796476320602008,1.1169514697073548,1.0353412511211322
