,HAR,LogHAR,HARQ,Lasso,ElasticNet,RF,GB,NN_2_e10
HAR,1.0,0.003454403976018594,0.9879539573195031,0.01337408560439557,0.9998390900051316,0.8253905478299915,0.7796774201408045,0.7825785841064374
LogHAR,0.9965455960239814,1.0,0.9953473479278809,0.9954299704920395,0.9982707080708809,0.9236791001348235,0.9386914754441983,0.9999578322465732
HARQ,0.012046042680496916,0.004652652072119068,1.0,0.006515462484306567,0.026105034044712205,0.6653954500705845,0.3667244843109222,0.13138201216820455
Lasso,0.9866259143956044,0.0045700295079604825,0.9934845375156934,1.0,0.9997759556920498,0.853340990013597,0.8351888795570263,0.9620695697128481
ElasticNet,0.00016090999486839674,0.0017292919291190811,0.9738949659552878,0.0002240443079501997,1.0,0.8038884143539091,0.7381892738229431,0.6557564530191751
RF,0.17460945217000845,0.07632089986517654,0.33460454992941546,0.14665900998640302,0.19611158564609088,1.0,0.17873820990841782,0.22873368399262273
GB,0.22032257985919546,0.06130852455580171,0.6332755156890778,0.16481112044297375,0.2618107261770569,0.8212617900915822,1.0,0.31582408336653534
NN_2_e10,0.21742141589356256,4.216775342680279e-05,0.8686179878317954,0.03793043028715193,0.34424354698082493,0.7712663160073773,0.6841759166334647,1.0
