feature,vi_norm
RVD,0.3411500365864369
RVW,0.25861125622057757
RVM,0.0422315584098896
M1W,0.032282829962386704
d_log_dvol,0.011608110180791012
EA,0.0
VIX,0.21773246764632356
d_US3M,0.0014840783587252641
HSI,0.05243791911744235
ADS,0.0265777879673884
EPU,0.015883955550038773
