model,AAPL,AMZN,JPM
HAR,1.0,1.0,1.0
HAR-X,1.0475644729054019,1.16011521351984,1.6855731647396732
LogHAR,0.7105960231485196,1.1544770759305143,0.5260439615144086
HARQ,0.9877575628666139,1.2213739366954501,1.7334644230574747
Lasso,1.1466855022004583,1.1471912240319895,1.7980023065845843
ElasticNet,1.0944827915136501,1.1694824882399997,1.7161978370280266
RF,1.3573285128404007,2.620354568179794,3.796653659696675
GB,3.997217082668128,3.4082037165585732,11.886271238087708
NN_2_e10,0.9857546744337522,1.0044795371805617,1.5050008485433852
