feature,edge_idx,z_std,ale_centred
RVM,31,-0.44746205802338174,-4.427462564487826e-06
RVM,32,-0.4414378005250815,-4.362756499981345e-06
RVM,33,-0.43625370214527487,-4.3124960037719695e-06
RVM,34,-0.42951207186859863,-4.233324489982636e-06
RVM,35,-0.4217374476501382,-4.145427042439963e-06
RVM,36,-0.4102325187843546,-4.023801225466571e-06
RVM,37,-0.40155253013230574,-3.9269247630589355e-06
RVM,38,-0.3914277422639941,-3.8118150208763957e-06
RVM,39,-0.381386697009409,-3.709296294923491e-06
RVM,40,-0.37337621195329146,-3.605911303688857e-06
RVM,41,-0.3625608746611765,-3.488776145227178e-06
RVM,42,-0.3526492398444656,-3.389031861283741e-06
RVM,43,-0.3410705465009797,-3.2684430530114817e-06
RVM,44,-0.3326400735987278,-3.1835399036115753e-06
RVM,45,-0.32209227366061105,-3.0703900301408005e-06
RVM,46,-0.31341150763397113,-2.9819234804993478e-06
RVM,47,-0.30745341913147795,-2.9123861801370488e-06
RVM,48,-0.2986682133339007,-2.823443510019218e-06
RVM,49,-0.28832272018625676,-2.712086435346749e-06
RVM,50,-0.2779035598841443,-2.602083505914664e-06
RVM,51,-0.26900270579717406,-2.4996625790639093e-06
RVM,52,-0.26174146674136667,-2.4298017472777367e-06
RVM,53,-0.2533810617802299,-2.34563210535481e-06
RVM,54,-0.24475751646760233,-2.2504751918948507e-06
RVM,55,-0.23770262200994044,-2.1813640537491785e-06
RVM,56,-0.2157083766748699,-1.9064060986782472e-06
RVM,57,-0.20683932583766937,-1.8202546678001575e-06
RVM,58,-0.19731759105836838,-1.7355571849951168e-06
RVM,59,-0.19126324024122587,-1.6535544141991643e-06
RVM,60,-0.1756005424493864,-1.483282937281104e-06
RVM,61,-0.16562401096892532,-1.3770198500627096e-06
RVM,62,-0.1478483166692242,-1.1296993926155785e-06
RVM,63,-0.1338708065134866,-9.085662150685614e-07
RVM,64,-0.08326384387120085,-2.3578365296299422e-07
RVM,65,-0.049428582081899736,4.2369732175546846e-07
RVM,66,-0.01839162643064427,9.047991574586256e-07
RVM,67,0.008067574023554475,1.1439453323216064e-06
RVM,68,0.03334651119790362,1.3941559649790058e-06
RVM,69,0.049755960906441854,1.5693348337233026e-06
RVM,70,0.06536069169001395,1.7526516763179522e-06
RVM,71,0.07927045237077135,1.917842104765156e-06
RVM,72,0.10377801174919736,2.1439361211629937e-06
RVM,73,0.11698609889040075,2.3286367883681003e-06
RVM,74,0.14477668927207626,2.7550852116088997e-06
RVM,75,0.17112905035853523,3.1994153238680944e-06
RVM,76,0.19029408982670182,3.3694935615837373e-06
RVM,77,0.2082557771257474,3.627284633628448e-06
RVM,78,0.23653363970974414,3.951761420401169e-06
